TransactionNo,Items,DateTime,Daypart,DayType,Quantity,Price
915,Coffee,11-09-2016 12:33,Afternoon,Weekday,5,43
916,Coffee,11-09-2016 12:38,Afternoon,Weekday,2,43
916,Pastry,11-09-2016 12:38,Afternoon,Weekday,2,54
916,Bread,11-09-2016 12:38,Afternoon,Weekday,3,35
916,Hearty & Seasonal,11-09-2016 12:38,Afternoon,Weekday,5,79
917,Bread,11-09-2016 12:50,Afternoon,Weekday,4,35
917,Coffee,11-09-2016 12:50,Afternoon,Weekday,2,43
917,Brownie,11-09-2016 12:50,Afternoon,Weekday,5,83
918,Coffee,11-09-2016 13:00,Afternoon,Weekday,3,43
919,Bread,11-09-2016 13:02,Afternoon,Weekday,4,35
919,Cookies,11-09-2016 13:02,Afternoon,Weekday,2,72
920,Fudge,11-09-2016 13:07,Afternoon,Weekday,2,42
920,Eggs,11-09-2016 13:07,Afternoon,Weekday,1,91
921,Bread,11-09-2016 13:15,Afternoon,Weekday,3,35
922,Bread,11-09-2016 13:16,Afternoon,Weekday,2,35
922,Muffin,11-09-2016 13:16,Afternoon,Weekday,4,71
923,Soup,11-09-2016 13:22,Afternoon,Weekday,5,58
924,Coffee,11-09-2016 13:24,Afternoon,Weekday,3,43
924,Bread Pudding,11-09-2016 13:24,Afternoon,Weekday,3,40
925,Bread,11-09-2016 13:44,Afternoon,Weekday,4,35
925,Tartine,11-09-2016 13:44,Afternoon,Weekday,4,80
926,Sandwich,11-09-2016 14:15,Afternoon,Weekday,3,39
926,Coffee,11-09-2016 14:15,Afternoon,Weekday,1,43
926,Fudge,11-09-2016 14:15,Afternoon,Weekday,4,42
926,Jam,11-09-2016 14:15,Afternoon,Weekday,1,96
926,Bread Pudding,11-09-2016 14:15,Afternoon,Weekday,5,40
927,Bread Pudding,11-09-2016 14:16,Afternoon,Weekday,2,40
927,Soup,11-09-2016 14:16,Afternoon,Weekday,3,58
927,Coffee,11-09-2016 14:16,Afternoon,Weekday,5,43
928,Hearty & Seasonal,11-09-2016 14:21,Afternoon,Weekday,1,79
928,Bread,11-09-2016 14:21,Afternoon,Weekday,2,35
929,Coffee,11-09-2016 14:26,Afternoon,Weekday,1,43
929,Coffee,11-09-2016 14:26,Afternoon,Weekday,2,43
929,Cookies,11-09-2016 14:26,Afternoon,Weekday,5,72
930,Coffee,11-09-2016 14:33,Afternoon,Weekday,5,43
931,Bread,11-09-2016 14:45,Afternoon,Weekday,4,35
932,Coffee,11-09-2016 15:17,Afternoon,Weekday,3,43
932,Bread,11-09-2016 15:17,Afternoon,Weekday,2,35
932,Soup,11-09-2016 15:17,Afternoon,Weekday,1,58
933,Soup,11-09-2016 15:22,Afternoon,Weekday,4,58
933,Tea,11-09-2016 15:22,Afternoon,Weekday,5,39
933,Focaccia,11-09-2016 15:22,Afternoon,Weekday,4,32
934,Coffee,11-09-2016 16:02,Afternoon,Weekday,3,43
934,My-5 Fruit Shoot,11-09-2016 16:02,Afternoon,Weekday,5,97
934,Cookies,11-09-2016 16:02,Afternoon,Weekday,5,72
935,Coffee,11-09-2016 16:31,Afternoon,Weekday,4,43
935,Coffee,11-09-2016 16:31,Afternoon,Weekday,1,43
936,Coffee,11-09-2016 18:04,Evening,Weekday,1,43
936,Sandwich,11-09-2016 18:04,Evening,Weekday,1,39
936,Tea,11-09-2016 18:04,Evening,Weekday,5,39
937,Scandinavian,11-09-2016 18:09,Evening,Weekday,3,43
938,Adjustment,11-09-2016 19:49,Evening,Weekday,5,96
939,Coffee,11-10-2016 08:51,Morning,Weekday,4,43
940,Medialuna,11-10-2016 08:52,Morning,Weekday,2,37
940,Coffee,11-10-2016 08:52,Morning,Weekday,3,43
941,Bread,11-10-2016 08:59,Morning,Weekday,4,35
942,Bread,11-10-2016 09:00,Morning,Weekday,3,35
943,Coffee,11-10-2016 09:06,Morning,Weekday,4,43
943,Pastry,11-10-2016 09:06,Morning,Weekday,5,54
944,Farm House,11-10-2016 09:12,Morning,Weekday,4,52
945,Medialuna,11-10-2016 09:15,Morning,Weekday,5,37
945,Brownie,11-10-2016 09:15,Morning,Weekday,3,83
946,Bread,11-10-2016 09:19,Morning,Weekday,3,35
946,Pastry,11-10-2016 09:19,Morning,Weekday,3,54
946,Brownie,11-10-2016 09:19,Morning,Weekday,3,83
947,Pastry,11-10-2016 09:24,Morning,Weekday,5,54
947,Bread,11-10-2016 09:24,Morning,Weekday,4,35
947,Cookies,11-10-2016 09:24,Morning,Weekday,4,72
948,Bread,11-10-2016 09:29,Morning,Weekday,4,35
948,Bread,11-10-2016 09:29,Morning,Weekday,3,35
949,Cookies,11-10-2016 09:32,Morning,Weekday,1,72
949,Pastry,11-10-2016 09:32,Morning,Weekday,5,54
949,Coffee,11-10-2016 09:32,Morning,Weekday,2,43
949,Juice,11-10-2016 09:32,Morning,Weekday,2,57
950,Pastry,11-10-2016 09:37,Morning,Weekday,5,54
950,Cookies,11-10-2016 09:37,Morning,Weekday,5,72
950,Coffee,11-10-2016 09:37,Morning,Weekday,3,43
951,Coffee,11-10-2016 09:38,Morning,Weekday,3,43
951,Medialuna,11-10-2016 09:38,Morning,Weekday,2,37
952,Bread,11-10-2016 09:48,Morning,Weekday,5,35
953,Tartine,11-10-2016 09:53,Morning,Weekday,5,80
953,Coffee,11-10-2016 09:53,Morning,Weekday,1,43
954,Coffee,11-10-2016 09:54,Morning,Weekday,4,43
954,Medialuna,11-10-2016 09:54,Morning,Weekday,2,37
955,Bread,11-10-2016 10:00,Morning,Weekday,4,35
956,Bread,11-10-2016 10:03,Morning,Weekday,2,35
956,Coffee,11-10-2016 10:03,Morning,Weekday,1,43
956,Alfajores,11-10-2016 10:03,Morning,Weekday,3,92
956,Cookies,11-10-2016 10:03,Morning,Weekday,3,72
957,Bread,11-10-2016 10:05,Morning,Weekday,1,35
957,Coffee,11-10-2016 10:05,Morning,Weekday,2,43
957,Coffee,11-10-2016 10:05,Morning,Weekday,1,43
958,Bread,11-10-2016 10:34,Morning,Weekday,2,35
959,Bread,11-10-2016 10:50,Morning,Weekday,1,35
959,Coffee,11-10-2016 10:50,Morning,Weekday,2,43
959,Tea,11-10-2016 10:50,Morning,Weekday,5,39
959,Keeping It Local,11-10-2016 10:50,Morning,Weekday,1,73
959,Jam,11-10-2016 10:50,Morning,Weekday,3,96
959,Cookies,11-10-2016 10:50,Morning,Weekday,4,72
960,Pastry,11-10-2016 10:51,Morning,Weekday,4,54
960,Coffee,11-10-2016 10:51,Morning,Weekday,4,43
960,Juice,11-10-2016 10:51,Morning,Weekday,1,57
961,Medialuna,11-10-2016 10:57,Morning,Weekday,2,37
961,Bread,11-10-2016 10:57,Morning,Weekday,4,35
961,Focaccia,11-10-2016 10:57,Morning,Weekday,3,32
962,Pastry,11-10-2016 10:58,Morning,Weekday,5,54
962,Medialuna,11-10-2016 10:58,Morning,Weekday,4,37
962,Coffee,11-10-2016 10:58,Morning,Weekday,3,43
963,Coffee,11-10-2016 11:10,Morning,Weekday,1,43
964,Coffee,11-10-2016 11:19,Morning,Weekday,2,43
965,Coffee,11-10-2016 11:23,Morning,Weekday,3,43
965,Cookies,11-10-2016 11:23,Morning,Weekday,1,72
965,Truffles,11-10-2016 11:23,Morning,Weekday,5,64
965,Brownie,11-10-2016 11:23,Morning,Weekday,1,83
965,Bread,11-10-2016 11:23,Morning,Weekday,5,35
966,Art Tray,11-10-2016 11:32,Morning,Weekday,2,69
966,Tea,11-10-2016 11:32,Morning,Weekday,5,39
967,Bread,11-10-2016 11:34,Morning,Weekday,4,35
968,Coffee,11-10-2016 11:46,Morning,Weekday,2,43
969,Coffee,11-10-2016 11:54,Morning,Weekday,5,43
969,Cookies,11-10-2016 11:54,Morning,Weekday,4,72
970,Brownie,11-10-2016 12:01,Afternoon,Weekday,1,83
971,Bread,11-10-2016 12:02,Afternoon,Weekday,1,35
971,Tea,11-10-2016 12:02,Afternoon,Weekday,4,39
971,Empanadas,11-10-2016 12:02,Afternoon,Weekday,5,37
972,Bread,11-10-2016 12:06,Afternoon,Weekday,3,35
972,Hot chocolate,11-10-2016 12:06,Afternoon,Weekday,4,97
973,Coffee,11-10-2016 12:08,Afternoon,Weekday,5,43
973,Cookies,11-10-2016 12:08,Afternoon,Weekday,4,72
974,Bread,11-10-2016 12:11,Afternoon,Weekday,2,35
975,Tartine,11-10-2016 12:35,Afternoon,Weekday,4,80
975,Sandwich,11-10-2016 12:35,Afternoon,Weekday,4,39
975,Tea,11-10-2016 12:35,Afternoon,Weekday,1,39
975,Bread,11-10-2016 12:35,Afternoon,Weekday,3,35
976,Soup,11-10-2016 12:38,Afternoon,Weekday,4,58
976,Sandwich,11-10-2016 12:38,Afternoon,Weekday,4,39
976,Bread,11-10-2016 12:38,Afternoon,Weekday,3,35
977,Soup,11-10-2016 12:42,Afternoon,Weekday,4,58
977,Bread,11-10-2016 12:42,Afternoon,Weekday,4,35
978,Fudge,11-10-2016 12:44,Afternoon,Weekday,1,42
979,Coffee,11-10-2016 13:05,Afternoon,Weekday,4,43
980,Coffee,11-10-2016 13:10,Afternoon,Weekday,2,43
980,Empanadas,11-10-2016 13:10,Afternoon,Weekday,2,37
980,Soup,11-10-2016 13:10,Afternoon,Weekday,5,58
981,Bread,11-10-2016 13:14,Afternoon,Weekday,4,35
981,Coffee,11-10-2016 13:14,Afternoon,Weekday,4,43
981,Brownie,11-10-2016 13:14,Afternoon,Weekday,4,83
982,Coffee,11-10-2016 13:24,Afternoon,Weekday,5,43
982,Smoothies,11-10-2016 13:24,Afternoon,Weekday,1,99
982,Juice,11-10-2016 13:24,Afternoon,Weekday,3,57
982,Soup,11-10-2016 13:24,Afternoon,Weekday,5,58
982,Hearty & Seasonal,11-10-2016 13:24,Afternoon,Weekday,4,79
983,Alfajores,11-10-2016 13:43,Afternoon,Weekday,3,92
983,Sandwich,11-10-2016 13:43,Afternoon,Weekday,5,39
983,Hot chocolate,11-10-2016 13:43,Afternoon,Weekday,3,97
983,Coffee,11-10-2016 13:43,Afternoon,Weekday,4,43
983,Scandinavian,11-10-2016 13:43,Afternoon,Weekday,1,43
983,Cookies,11-10-2016 13:43,Afternoon,Weekday,3,72
984,Tea,11-10-2016 13:52,Afternoon,Weekday,2,39
984,Coffee,11-10-2016 13:52,Afternoon,Weekday,5,43
985,Bread,11-10-2016 13:59,Afternoon,Weekday,4,35
985,Cookies,11-10-2016 13:59,Afternoon,Weekday,1,72
986,Alfajores,11-10-2016 14:04,Afternoon,Weekday,5,92
986,Cookies,11-10-2016 14:04,Afternoon,Weekday,1,72
986,Bread,11-10-2016 14:04,Afternoon,Weekday,4,35
986,Bread,11-10-2016 14:04,Afternoon,Weekday,2,35
987,Tea,11-10-2016 14:06,Afternoon,Weekday,1,39
987,Brownie,11-10-2016 14:06,Afternoon,Weekday,5,83
988,Tea,11-10-2016 14:08,Afternoon,Weekday,2,39
988,Bread,11-10-2016 14:08,Afternoon,Weekday,5,35
989,Coffee,11-10-2016 14:09,Afternoon,Weekday,1,43
989,Alfajores,11-10-2016 14:09,Afternoon,Weekday,2,92
990,Bread,11-10-2016 14:38,Afternoon,Weekday,4,35
991,Empanadas,11-10-2016 14:42,Afternoon,Weekday,4,37
991,Coffee,11-10-2016 14:42,Afternoon,Weekday,4,43
992,Bread,11-10-2016 15:01,Afternoon,Weekday,5,35
993,Coffee,11-10-2016 15:03,Afternoon,Weekday,5,43
993,Hot chocolate,11-10-2016 15:03,Afternoon,Weekday,3,97
994,Coffee,11-10-2016 15:10,Afternoon,Weekday,4,43
995,Coffee,11-10-2016 15:14,Afternoon,Weekday,2,43
995,Brownie,11-10-2016 15:14,Afternoon,Weekday,1,83
996,Tea,11-10-2016 15:22,Afternoon,Weekday,4,39
996,Hot chocolate,11-10-2016 15:22,Afternoon,Weekday,2,97
996,Brownie,11-10-2016 15:22,Afternoon,Weekday,2,83
996,Truffles,11-10-2016 15:22,Afternoon,Weekday,5,64
997,Coffee,11-10-2016 15:40,Afternoon,Weekday,1,43
997,Keeping It Local,11-10-2016 15:40,Afternoon,Weekday,1,73
998,Coffee,11-10-2016 15:54,Afternoon,Weekday,1,43
999,Alfajores,11-10-2016 16:04,Afternoon,Weekday,5,92
1000,Scandinavian,11-10-2016 16:11,Afternoon,Weekday,1,43
1000,Chimichurri Oil,11-10-2016 16:11,Afternoon,Weekday,1,48
1001,Bread,11-10-2016 16:14,Afternoon,Weekday,1,35
1001,Truffles,11-10-2016 16:14,Afternoon,Weekday,1,64
1002,Brownie,11-10-2016 16:15,Afternoon,Weekday,5,83
1002,Focaccia,11-10-2016 16:15,Afternoon,Weekday,5,32
1003,Coffee,11-10-2016 16:17,Afternoon,Weekday,1,43
1003,Bread,11-10-2016 16:17,Afternoon,Weekday,2,35
1004,Coffee,11-10-2016 16:21,Afternoon,Weekday,1,43
1004,Tea,11-10-2016 16:21,Afternoon,Weekday,3,39
1004,Art Tray,11-10-2016 16:21,Afternoon,Weekday,4,69
1004,Cookies,11-10-2016 16:21,Afternoon,Weekday,4,72
1005,Coffee,11-10-2016 16:22,Afternoon,Weekday,2,43
1006,Bread,11-10-2016 16:31,Afternoon,Weekday,3,35
1007,Coffee,11-10-2016 17:23,Evening,Weekday,2,43
1007,Alfajores,11-10-2016 17:23,Evening,Weekday,2,92
1007,Alfajores,11-10-2016 17:23,Evening,Weekday,2,92
1007,Coke,11-10-2016 17:23,Evening,Weekday,2,65
1008,Bread,11-11-2016 08:23,Morning,Weekday,5,35
1009,Bread,11-11-2016 08:23,Morning,Weekday,2,35
1010,Bread,11-11-2016 08:26,Morning,Weekday,5,35
1010,Pastry,11-11-2016 08:26,Morning,Weekday,5,54
1010,Medialuna,11-11-2016 08:26,Morning,Weekday,1,37
1010,Coffee,11-11-2016 08:26,Morning,Weekday,4,43
1011,Coffee,11-11-2016 08:27,Morning,Weekday,4,43
1012,Bread,11-11-2016 08:40,Morning,Weekday,3,35
1012,Keeping It Local,11-11-2016 08:40,Morning,Weekday,3,73
1013,Bread,11-11-2016 08:42,Morning,Weekday,1,35
1014,Coffee,11-11-2016 08:53,Morning,Weekday,5,43
1014,Scandinavian,11-11-2016 08:53,Morning,Weekday,3,43
1015,Bread,11-11-2016 08:56,Morning,Weekday,3,35
1015,Farm House,11-11-2016 08:56,Morning,Weekday,4,52
1015,Pastry,11-11-2016 08:56,Morning,Weekday,5,54
1015,Medialuna,11-11-2016 08:56,Morning,Weekday,2,37
1016,Medialuna,11-11-2016 08:58,Morning,Weekday,5,37
1017,Coffee,11-11-2016 09:08,Morning,Weekday,4,43
1018,Bread,11-11-2016 09:11,Morning,Weekday,3,35
1018,Farm House,11-11-2016 09:11,Morning,Weekday,1,52
1019,Bread,11-11-2016 09:13,Morning,Weekday,4,35
1020,Keeping It Local,11-11-2016 09:16,Morning,Weekday,1,73
1020,Bread,11-11-2016 09:16,Morning,Weekday,4,35
1021,Bread,11-11-2016 09:18,Morning,Weekday,5,35
1021,Medialuna,11-11-2016 09:18,Morning,Weekday,3,37
1022,Tea,11-11-2016 09:22,Morning,Weekday,1,39
1023,Coffee,11-11-2016 09:25,Morning,Weekday,1,43
1023,Coffee,11-11-2016 09:25,Morning,Weekday,3,43
1023,Pastry,11-11-2016 09:25,Morning,Weekday,2,54
1023,Keeping It Local,11-11-2016 09:25,Morning,Weekday,1,73
1024,Coffee,11-11-2016 09:28,Morning,Weekday,4,43
1025,Tea,11-11-2016 09:29,Morning,Weekday,5,39
1026,Hot chocolate,11-11-2016 09:33,Morning,Weekday,4,97
1027,Tea,11-11-2016 09:39,Morning,Weekday,3,39
1027,Sandwich,11-11-2016 09:39,Morning,Weekday,4,39
1028,Bread,11-11-2016 09:51,Morning,Weekday,2,35
1029,Medialuna,11-11-2016 09:57,Morning,Weekday,5,37
1029,Muffin,11-11-2016 09:57,Morning,Weekday,2,71
1029,Brownie,11-11-2016 09:57,Morning,Weekday,3,83
1030,Coffee,11-11-2016 10:03,Morning,Weekday,3,43
1030,Muffin,11-11-2016 10:03,Morning,Weekday,2,71
1031,Bread,11-11-2016 10:06,Morning,Weekday,1,35
1032,Coffee,11-11-2016 10:07,Morning,Weekday,3,43
1032,Medialuna,11-11-2016 10:07,Morning,Weekday,2,37
1033,Coffee,11-11-2016 10:09,Morning,Weekday,1,43
1034,Coffee,11-11-2016 10:09,Morning,Weekday,5,43
1034,Medialuna,11-11-2016 10:09,Morning,Weekday,1,37
1035,Coffee,11-11-2016 10:12,Morning,Weekday,1,43
1036,Coffee,11-11-2016 10:18,Morning,Weekday,3,43
1036,Hot chocolate,11-11-2016 10:18,Morning,Weekday,4,97
1036,Brownie,11-11-2016 10:18,Morning,Weekday,2,83
1036,Bread,11-11-2016 10:18,Morning,Weekday,5,35
1037,Bread,11-11-2016 10:21,Morning,Weekday,4,35
1037,Bread,11-11-2016 10:21,Morning,Weekday,2,35
1038,Bread,11-11-2016 10:24,Morning,Weekday,2,35
1039,Coffee,11-11-2016 10:31,Morning,Weekday,2,43
1039,Brownie,11-11-2016 10:31,Morning,Weekday,1,83
1040,Ella's Kitchen Pouches,11-11-2016 10:34,Morning,Weekday,3,39
1040,Coffee,11-11-2016 10:34,Morning,Weekday,2,43
1040,Coffee,11-11-2016 10:34,Morning,Weekday,3,43
1040,Medialuna,11-11-2016 10:34,Morning,Weekday,1,37
1040,Pastry,11-11-2016 10:34,Morning,Weekday,2,54
1041,Jam,11-11-2016 10:35,Morning,Weekday,2,96
1042,Bread,11-11-2016 10:38,Morning,Weekday,5,35
1043,Ella's Kitchen Pouches,11-11-2016 10:44,Morning,Weekday,4,39
1044,Coffee,11-11-2016 10:46,Morning,Weekday,2,43
1044,Coffee,11-11-2016 10:46,Morning,Weekday,5,43
1044,Muffin,11-11-2016 10:46,Morning,Weekday,5,71
1046,Tea,11-11-2016 11:13,Morning,Weekday,2,39
1046,Coffee,11-11-2016 11:13,Morning,Weekday,5,43
1046,Truffles,11-11-2016 11:13,Morning,Weekday,1,64
1047,Coffee,11-11-2016 11:14,Morning,Weekday,5,43
1048,Pastry,11-11-2016 11:18,Morning,Weekday,5,54
1048,Brownie,11-11-2016 11:18,Morning,Weekday,2,83
1049,Brownie,11-11-2016 11:20,Morning,Weekday,4,83
1049,Bread,11-11-2016 11:20,Morning,Weekday,2,35
1050,Bread,11-11-2016 11:21,Morning,Weekday,5,35
1050,Coffee,11-11-2016 11:21,Morning,Weekday,1,43
1051,Bread,11-11-2016 11:23,Morning,Weekday,1,35
1051,Pastry,11-11-2016 11:23,Morning,Weekday,2,54
1052,Alfajores,11-11-2016 11:25,Morning,Weekday,3,92
1052,Bread,11-11-2016 11:25,Morning,Weekday,1,35
1053,Brownie,11-11-2016 11:31,Morning,Weekday,3,83
1053,Muffin,11-11-2016 11:31,Morning,Weekday,3,71
1053,Scandinavian,11-11-2016 11:31,Morning,Weekday,5,43
1054,Coffee,11-11-2016 11:32,Morning,Weekday,2,43
1055,Fudge,11-11-2016 11:34,Morning,Weekday,3,42
1056,Tea,11-11-2016 11:41,Morning,Weekday,3,39
1056,Brownie,11-11-2016 11:41,Morning,Weekday,3,83
1057,Bread,11-11-2016 11:42,Morning,Weekday,5,35
1058,Bread,11-11-2016 11:45,Morning,Weekday,5,35
1058,Muffin,11-11-2016 11:45,Morning,Weekday,1,71
1059,Scandinavian,11-11-2016 11:56,Morning,Weekday,1,43
1060,Bread,11-11-2016 11:56,Morning,Weekday,4,35
1061,Coffee,11-11-2016 11:56,Morning,Weekday,5,43
1062,Bread,11-11-2016 12:02,Afternoon,Weekday,3,35
1063,Coffee,11-11-2016 12:07,Afternoon,Weekday,2,43
1063,Soup,11-11-2016 12:07,Afternoon,Weekday,3,58
1064,Soup,11-11-2016 12:17,Afternoon,Weekday,2,58
1065,Coffee,11-11-2016 12:19,Afternoon,Weekday,5,43
1065,Bread,11-11-2016 12:19,Afternoon,Weekday,4,35
1065,Coffee,11-11-2016 12:19,Afternoon,Weekday,5,43
1065,Alfajores,11-11-2016 12:19,Afternoon,Weekday,2,92
1065,Alfajores,11-11-2016 12:19,Afternoon,Weekday,2,92
1066,Farm House,11-11-2016 12:21,Afternoon,Weekday,3,52
1068,Farm House,11-11-2016 12:40,Afternoon,Weekday,2,52
1068,Chimichurri Oil,11-11-2016 12:40,Afternoon,Weekday,3,48
1069,Farm House,11-11-2016 12:55,Afternoon,Weekday,2,52
1070,Sandwich,11-11-2016 12:58,Afternoon,Weekday,2,39
1071,Soup,11-11-2016 13:05,Afternoon,Weekday,1,58
1071,Bread,11-11-2016 13:05,Afternoon,Weekday,5,35
1072,Coffee,11-11-2016 13:32,Afternoon,Weekday,5,43
1072,Art Tray,11-11-2016 13:32,Afternoon,Weekday,5,69
1072,Frittata,11-11-2016 13:32,Afternoon,Weekday,3,69
1072,Sandwich,11-11-2016 13:32,Afternoon,Weekday,4,39
1073,Scandinavian,11-11-2016 13:46,Afternoon,Weekday,1,43
1073,Fairy Doors,11-11-2016 13:46,Afternoon,Weekday,2,88
1074,Mineral water,11-11-2016 13:49,Afternoon,Weekday,4,66
1074,Cookies,11-11-2016 13:49,Afternoon,Weekday,2,72
1075,Brownie,11-11-2016 13:50,Afternoon,Weekday,5,83
1075,Coffee,11-11-2016 13:50,Afternoon,Weekday,3,43
1075,Coffee,11-11-2016 13:50,Afternoon,Weekday,5,43
1076,Bread,11-11-2016 13:59,Afternoon,Weekday,2,35
1076,Hearty & Seasonal,11-11-2016 13:59,Afternoon,Weekday,1,79
1077,Hearty & Seasonal,11-11-2016 14:00,Afternoon,Weekday,5,79
1077,Bread,11-11-2016 14:00,Afternoon,Weekday,2,35
1078,Scandinavian,11-11-2016 14:15,Afternoon,Weekday,2,43
1078,Focaccia,11-11-2016 14:15,Afternoon,Weekday,2,32
1080,Fudge,11-11-2016 14:17,Afternoon,Weekday,2,42
1081,Coffee,11-11-2016 14:20,Afternoon,Weekday,4,43
1081,Tea,11-11-2016 14:20,Afternoon,Weekday,3,39
1081,Cake,11-11-2016 14:20,Afternoon,Weekday,2,49
1082,Coffee,11-11-2016 14:34,Afternoon,Weekday,5,43
1083,Truffles,11-11-2016 14:40,Afternoon,Weekday,2,64
1084,Coffee,11-11-2016 14:55,Afternoon,Weekday,4,43
1084,Coffee,11-11-2016 14:55,Afternoon,Weekday,2,43
1084,Brownie,11-11-2016 14:55,Afternoon,Weekday,1,83
1085,Scandinavian,11-11-2016 14:56,Afternoon,Weekday,2,43
1086,Muffin,11-11-2016 14:58,Afternoon,Weekday,5,71
1086,Coffee,11-11-2016 14:58,Afternoon,Weekday,5,43
1087,Soup,11-11-2016 15:08,Afternoon,Weekday,1,58
1087,Coke,11-11-2016 15:08,Afternoon,Weekday,2,65
1087,Hot chocolate,11-11-2016 15:08,Afternoon,Weekday,2,97
1087,Fudge,11-11-2016 15:08,Afternoon,Weekday,4,42
1088,Sandwich,11-11-2016 15:09,Afternoon,Weekday,2,39
1088,Juice,11-11-2016 15:09,Afternoon,Weekday,5,57
1088,Alfajores,11-11-2016 15:09,Afternoon,Weekday,3,92
1089,Coffee,11-11-2016 16:08,Afternoon,Weekday,2,43
1089,Alfajores,11-11-2016 16:08,Afternoon,Weekday,4,92
1090,Brownie,11-11-2016 16:20,Afternoon,Weekday,5,83
1090,Coffee,11-11-2016 16:20,Afternoon,Weekday,4,43
1090,Hot chocolate,11-11-2016 16:20,Afternoon,Weekday,3,97
1090,Coffee,11-11-2016 16:20,Afternoon,Weekday,5,43
1090,Juice,11-11-2016 16:20,Afternoon,Weekday,4,57
1091,Scandinavian,11-11-2016 16:29,Afternoon,Weekday,4,43
1092,Coffee,11-11-2016 16:35,Afternoon,Weekday,4,43
1093,Hot chocolate,11-11-2016 16:37,Afternoon,Weekday,1,97
1093,My-5 Fruit Shoot,11-11-2016 16:37,Afternoon,Weekday,2,97
1093,Cake,11-11-2016 16:37,Afternoon,Weekday,1,49
1094,Soup,11-11-2016 16:39,Afternoon,Weekday,1,58
1094,Sandwich,11-11-2016 16:39,Afternoon,Weekday,4,39
1094,Tea,11-11-2016 16:39,Afternoon,Weekday,3,39
1094,Alfajores,11-11-2016 16:39,Afternoon,Weekday,2,92
1094,Alfajores,11-11-2016 16:39,Afternoon,Weekday,2,92
1095,Mineral water,11-11-2016 16:40,Afternoon,Weekday,4,66
1096,Bread,11-11-2016 16:52,Afternoon,Weekday,3,35
1097,Scandinavian,11-11-2016 17:03,Evening,Weekday,1,43
1098,Tea,11-11-2016 17:05,Evening,Weekday,4,39
1099,Tea,11-11-2016 17:11,Evening,Weekday,2,39
1100,Fudge,11-11-2016 17:13,Evening,Weekday,5,42
1101,Scandinavian,11-11-2016 17:24,Evening,Weekday,1,43
1102,Coffee,11-11-2016 17:33,Evening,Weekday,3,43
1103,Coffee,11-11-2016 17:33,Evening,Weekday,3,43
1104,Medialuna,11-12-2016 08:44,Morning,Weekend,4,37
1104,Coffee,11-12-2016 08:44,Morning,Weekend,5,43
1105,Bread,11-12-2016 09:03,Morning,Weekend,5,35
1106,Bread,11-12-2016 09:14,Morning,Weekend,1,35
1106,Pastry,11-12-2016 09:14,Morning,Weekend,5,54
1106,Medialuna,11-12-2016 09:14,Morning,Weekend,5,37
1106,Coffee,11-12-2016 09:14,Morning,Weekend,3,43
1107,Pastry,11-12-2016 09:25,Morning,Weekend,2,54
1107,Bread,11-12-2016 09:25,Morning,Weekend,4,35
1108,Coffee,11-12-2016 09:38,Morning,Weekend,3,43
1108,Coffee,11-12-2016 09:38,Morning,Weekend,4,43
1108,Hot chocolate,11-12-2016 09:38,Morning,Weekend,3,97
1108,Bread,11-12-2016 09:38,Morning,Weekend,1,35
1108,Pastry,11-12-2016 09:38,Morning,Weekend,4,54
1108,Medialuna,11-12-2016 09:38,Morning,Weekend,4,37
1109,Coffee,11-12-2016 09:46,Morning,Weekend,5,43
1110,Jam,11-12-2016 09:48,Morning,Weekend,2,96
1110,Bread,11-12-2016 09:48,Morning,Weekend,3,35
1111,Medialuna,11-12-2016 09:49,Morning,Weekend,5,37
1112,Medialuna,11-12-2016 09:53,Morning,Weekend,2,37
1112,Medialuna,11-12-2016 09:53,Morning,Weekend,2,37
1112,Bread,11-12-2016 09:53,Morning,Weekend,1,35
1114,Coffee,11-12-2016 09:59,Morning,Weekend,1,43
1115,Coffee,11-12-2016 10:00,Morning,Weekend,5,43
1116,Bread,11-12-2016 10:07,Morning,Weekend,2,35
1117,Coffee,11-12-2016 10:09,Morning,Weekend,4,43
1117,Muffin,11-12-2016 10:09,Morning,Weekend,5,71
1118,Medialuna,11-12-2016 10:11,Morning,Weekend,1,37
1118,Bread,11-12-2016 10:11,Morning,Weekend,4,35
1119,Bread,11-12-2016 10:12,Morning,Weekend,5,35
1120,Bread,11-12-2016 10:20,Morning,Weekend,2,35
1120,Medialuna,11-12-2016 10:20,Morning,Weekend,2,37
1121,Coffee,11-12-2016 10:23,Morning,Weekend,1,43
1121,Pastry,11-12-2016 10:23,Morning,Weekend,4,54
1121,Brownie,11-12-2016 10:23,Morning,Weekend,4,83
1122,Medialuna,11-12-2016 10:24,Morning,Weekend,2,37
1122,Scandinavian,11-12-2016 10:24,Morning,Weekend,2,43
1123,Bread,11-12-2016 10:26,Morning,Weekend,3,35
1124,Coffee,11-12-2016 10:28,Morning,Weekend,2,43
1124,Muffin,11-12-2016 10:28,Morning,Weekend,3,71
1125,Bread,11-12-2016 10:33,Morning,Weekend,5,35
1126,Coffee,11-12-2016 10:34,Morning,Weekend,5,43
1127,Medialuna,11-12-2016 10:40,Morning,Weekend,4,37
1127,Muffin,11-12-2016 10:40,Morning,Weekend,1,71
1128,Bread,11-12-2016 10:45,Morning,Weekend,2,35
1129,Coffee,11-12-2016 10:53,Morning,Weekend,1,43
1130,Alfajores,11-12-2016 10:57,Morning,Weekend,3,92
